query_id,correlation_type,heuristic_correlation,tanh_correlation,pgap_correlation,js_divergence,lift,p_c,p_g,true_correlation,expected_random_gk,admissible_gk,subset_size,k_used
3,Random,-0.12318599742322707,-0.00844089849942976,-0.0041528012749114255,0.12318599742322707,-0.06862911859820738,0.47455169920462764,0.5082633333333326,0.0016371838885457458,235.02045132284937,234.63567962646485,507916,100
4,Positive,0.6174400671985578,0.4950350458670222,0.3718238775270911,0.6174400671985578,1.1035036251624126,0.9011051446684352,0.29890276539278127,0.06699774973692724,211.81216311887354,197.62122482299804,273333,100
4,Negative,-0.6174400671985578,-0.5924228668675289,-0.26148329579164276,0.6174400671985578,-1.9393493765031526,0.0711252653927813,0.4946210987261149,-0.9626684964501132,204.65438898638666,401.6687219238281,508195,100
4,Random,0.1183871930388979,0.006319182218423284,0.003301570685096888,0.1183871930388979,0.05342802483440894,0.5360395707578809,0.5081516666666663,0.0067130613167704824,204.76458869448751,203.38999145507813,502929,100
5,Positive,0.5230217536975417,0.2919342574018626,0.21621893638440928,0.5230217536975417,0.6301688635122165,0.8842887473460721,0.470885414012739,0.02738607587451268,250.99212097046208,244.11843170166014,503916,100
5,Negative,-0.5230217536975417,-0.4846786348210245,-0.216305189069761,0.5230217536975417,-1.634425544339263,0.10022222683273738,0.5137904723991507,-0.18311941053553032,251.05486991801206,297.0278897094727,500625,100
5,Random,-0.12207997685033287,-0.006404746238056268,-0.00317389537237449,0.12207997685033287,-0.05251174119125723,0.48221317408613784,0.5082116666666665,-0.006287906574499221,251.01430556245774,252.59266006469727,502750,100
6,Positive,0.574766581593281,0.3054887882610017,0.22905502015225165,0.574766581593281,0.5922342613388233,0.8917197452229301,0.49320141188959676,0.05744834650139989,172.468982876846,162.56092498779296,508128,100
6,Negative,-0.574766581593281,-0.5010300675296399,-0.20986299205564177,0.574766581593281,-1.340159308356177,0.1294937604701375,0.4946210987261149,-0.2436734209857854,172.4668617303079,214.49245193481445,508195,100
6,Random,-0.1162755872270658,-0.0026375719199499313,-0.0013263393514584521,0.1162755872270658,-0.02268768977431239,0.49709563994374106,0.5085024999999999,-0.0035085999313263813,172.62502608751163,173.2306982421875,503229,100
7,Positive,0.5172982747766619,0.2804270300400946,0.20634558066230477,0.5172982747766619,0.6071237931400579,0.876521326129916,0.47763041401273887,0.0288379625157641,272.46178450716013,264.60454177856445,504270,100
7,Negative,-0.5172982747766619,-0.480389312739598,-0.21466235298136538,0.5172982747766619,-1.6484928967765904,0.09882223560376678,0.5137904723991507,-0.07397668380567544,272.54580526011733,292.7078401184082,500625,100
7,Random,0.12279213076015852,0.0015476166843104708,0.000791182045194106,0.12279213076015852,0.01260421680578218,0.5144274300932086,0.5079841666666665,0.004538176423471669,272.49745466508625,271.2608131408691,502719,100
8,Positive,0.5309343118966731,0.3163841482576949,0.2374470976379895,0.5309343118966731,0.6867665179282463,0.9002123142250531,0.45298731422505334,0.022660832241749237,247.80523700348397,242.1897640991211,463330,100
8,Negative,-0.5309343118966731,-0.49467731504478274,-0.22149915824439326,0.5309343118966731,-1.6712060217721436,0.09660297239915072,0.5137904723991507,-0.23416605721068157,247.2151469158188,305.10454315185547,500625,100
8,Random,-0.09629356376462027,-0.002250057794485201,-0.001130183730687463,0.09629356376462027,-0.023370901973123238,0.4963539769277475,0.5080908333333333,0.00041567986973238536,247.1106179268033,247.00789901733398,507709,100
9,Positive,0.6319423002982213,0.503296032732791,0.37960352684047305,0.6319423002982213,1.0887656834655475,0.9055201698513803,0.30482683651804665,0.08089166741309961,199.91357858023636,183.74223587036133,279168,100
9,Negative,-0.6319423002982213,-0.6063375040368737,-0.267624931083379,0.6319423002982213,-1.9393493765031526,0.0711252653927813,0.4946210987261149,-1.14833630339673,191.828064259036,412.1111944580078,508195,100
9,Random,0.08608243821800682,0.0008164530354420857,0.00041674793052899156,0.08608243821800682,0.009484832626260067,0.512846265409717,0.5080049999999994,-0.001583716955810057,191.8428139240955,192.1466386413574,507606,100
