processed_queries,elapsed_seconds,true,heuristic,tanh,pgap
200,3.9148729918524623,0.030547850830147404,0.09403493462118305,0.021646564803043174,0.0003840708755127235
400,7.82703277701512,0.036863286338618004,0.09403493462118305,0.024230981148967934,0.00038340154049831593
600,11.712105627870187,0.036863286338618004,0.09298104910905187,0.02451053097045088,0.000407661113148283
800,15.602725887903944,0.03474880054654302,0.0930795088790869,0.02447232718319079,0.000428947788430591
1000,19.49781741690822,0.03395659958335452,0.09403493462118305,0.024220376032324065,0.00043039184971641975
1200,23.39483498292975,0.03387501368014483,0.09401589233555521,0.024220376032324065,0.0004315719127694008
1400,27.271407428896055,0.03365577822430244,0.09401589233555521,0.02446050654687491,0.00043605664182049
1600,31.133762592915446,0.03269385289955408,0.09401589233555521,0.02446050654687491,0.00043605664182049
1800,34.99276339984499,0.03184283332407021,0.09401589233555521,0.02418898160491395,0.0004314375174009502
2000,38.84950706595555,0.03184283332407021,0.09402415348140046,0.02418898160491395,0.00043602730640093296
2200,42.70286721782759,0.03183469687474437,0.0948420069200802,0.02409164774992302,0.0004360273064009329
2400,46.563068646006286,0.031360778706778385,0.09553378737231542,0.024188981604913947,0.0004364230079025715
2600,50.4207040539477,0.03183469687474437,0.09553342034682444,0.024188981604913947,0.00043932841097585454
2800,54.28474992583506,0.031360778706778385,0.09510485124815853,0.024188981604913947,0.00043820643596431593
3000,58.145155598875135,0.03090410982708374,0.09553342034682444,0.024220259476594435,0.00043820643596431593
3200,62.00955839478411,0.03082893432728456,0.09553378737231542,0.024220259476594435,0.0004392719146663524
3400,65.8669349399861,0.03082577864784448,0.09553378737231542,0.024472327183190784,0.0004392719146663524
3600,69.73387760086916,0.030814075080121378,0.09553342034682444,0.024472327183190784,0.00043949883285010195
3800,73.61046530678868,0.030814075080121378,0.09510913693914508,0.024220259476594435,0.00043949883285010195
4000,77.49175675585866,0.030814075080121378,0.09510485124815853,0.024460506546874906,0.0004446663373529015
4200,81.36209724587388,0.03077518810405509,0.09553378737231544,0.024472327183190798,0.00044648989794615515
4400,85.23388550197706,0.03077518810405509,0.09553342034682444,0.02430815479186324,0.00044466175774507155
4600,89.09651154885069,0.030814075080121385,0.09553342034682444,0.02421872174730883,0.00044466175774507155
4800,92.96457374491729,0.03082577864784448,0.09553342034682444,0.02430815479186324,0.00044466175774507155
5000,96.82931644492783,0.030814075080121385,0.09553378737231544,0.02421872174730883,0.0004394988328501043
5200,100.70680385478772,0.030814075080121385,0.09553342034682444,0.024188981604913957,0.0004393284109758546
5400,104.57746972283348,0.03073266057178263,0.09553342034682444,0.02421872174730883,0.00044466175774507155
5600,108.45675075496547,0.03069447937958305,0.09510485124815853,0.024188981604913957,0.00044648989794615515
5800,112.32922631385736,0.030690629772816374,0.09510485124815853,0.02413702903349292,0.00044648989794615515
6000,116.19954352895729,0.030575785274216224,0.09510913693914527,0.02413702903349292,0.0004469684777559803
6200,120.0694333689753,0.030690629772816374,0.09510485124815853,0.024188981604913957,0.0004469684777559803
6400,123.94916967581958,0.03077518810405509,0.09510485124815853,0.024188981604913957,0.00044648989794615515
6600,127.81519307079725,0.03073266057178263,0.0948420069200802,0.02413702903349292,0.0004469684777559803
6800,131.69594685384072,0.03082577864784448,0.0948420069200802,0.02430815479186324,0.000450172906495745
7000,135.5707833499182,0.030828433764575936,0.0948420069200802,0.024188981604913957,0.00044947018078752405
7200,139.44507300597616,0.030849989619110705,0.0948420069200802,0.024146405532820575,0.00044947018078752405
7400,143.3191018057987,0.03082577864784448,0.0948420069200802,0.024146405532820575,0.00044947018078752405
7600,147.19442175887525,0.030828433764575936,0.0948420069200802,0.024132768921943784,0.00044695886258973576
7800,151.07527483184822,0.030849989619110705,0.0948420069200802,0.024132768921943784,0.0004485112411203178
8000,154.9603971869219,0.030849989619110705,0.0948420069200802,0.024133816610883384,0.000450172906495745
8200,158.85026631481014,0.03103342619583323,0.0948420069200802,0.024136601915971605,0.0004507775080741021
8400,162.7345345527865,0.03116548432670642,0.0948420069200802,0.024133816610883384,0.000450172906495745
8600,166.6151138069108,0.0316691268924088,0.0948420069200802,0.024136601915971605,0.00044947018078752405
8800,170.49985960684717,0.03172164892308148,0.09429560563021873,0.024132741744236977,0.00044695886258973576
9000,174.3827206599526,0.03166855932747469,0.09430106964311746,0.024133816610883384,0.0004485112411203178
9200,178.27096843486652,0.031359115643925746,0.0948420069200802,0.024133816610883384,0.0004485112411203178
9400,182.14786060294136,0.031165050510403886,0.0948420069200802,0.024136601915971605,0.00044947018078752405
9600,186.05194267397746,0.031165050510403886,0.0948420069200802,0.024133816610883384,0.00044947018078752405
9800,189.95363085484132,0.03131304749504651,0.09430106964311746,0.024136601915971605,0.00044947018078752405
10000,193.86902895080857,0.03135447589303787,0.0948420069200802,0.024133816610883384,0.0004507775080741021
