query_id,range_lo,range_hi,actual_selectivity,subset_size,k_used,true_correlation,abs_true_correlation,heuristic_correlation,abs_heuristic_correlation,tanh_correlation,abs_tanh_correlation,pgap_correlation,abs_pgap_correlation,js_divergence,lift,p_c,p_g,expected_random_gk,admissible_gk,expected_random_gk_stderr,monte_carlo_samples
0,802,811,0.010213,10213,100,0.0001540305820206355,0.0001540305820206355,-0.056835368947848894,0.056835368947848894,-0.0011886337524472763,0.0011886337524472763,-2.3580384788462494e-05,2.3580384788462494e-05,0.056835368947848894,-0.02091667767369403,0.019628610729023332,0.020043499999999992,290.76338386535645,290.7185974121094,0.3849345441645555,32
1,327,336,0.010121,10121,100,-0.0076949931093423015,0.0076949931093423015,-0.09592012089834104,0.09592012089834104,-0.0012751102672169685,0.0012751102672169685,-2.5300095966074522e-05,2.5300095966074522e-05,0.09592012089834104,-0.013294242897791056,0.019708737864077674,0.019972500000000004,349.02255630493164,351.7082824707031,0.31867903471847087,32
2,358,367,0.010128,10128,100,0.0014212109213779247,0.0014212109213779247,0.050803786572884584,0.050803786572884584,0.0032122364191847375,0.0032122364191847375,6.638080477734704e-05,6.638080477734704e-05,0.050803786572884584,0.06331274846326503,0.021297611362169122,0.01999099999999998,300.4272451400757,300.0002746582031,0.3827441566382072,32
3,226,236,0.010709,10709,100,0.005070430518356455,0.005070430518356455,-0.07224185249300195,0.07224185249300195,-0.0033469396143008525,0.0033469396143008525,-6.522852360353745e-05,6.522852360353745e-05,0.07224185249300195,-0.04636283887642931,0.019027081243731175,0.019930000000000003,306.76232624053955,305.2069091796875,0.33790283469407817,32
4,164,173,0.01013,10130,100,0.00592236842169043,0.00592236842169043,0.06782986216567283,0.06782986216567283,0.008906204275366428,0.008906204275366428,0.0001922788798976785,0.0001922788798976785,0.06782986216567283,0.13206457662814994,0.022913223140495875,0.0200785,219.3704972267151,218.07130432128906,0.7271276615499936,32
5,417,426,0.01011,10110,100,0.01219906025422194,0.01219906025422194,0.0626449244539964,0.0626449244539964,0.006482111307244908,0.006482111307244908,0.0001373982933987657,0.0001373982933987657,0.0626449244539964,0.10384552986763372,0.022236286919831205,0.020042999999999978,251.748215675354,248.6771240234375,0.6985831852147346,32
6,353,362,0.010024,10024,100,-0.02090760140292039,0.02090760140292039,-0.05627566992891926,0.05627566992891926,-0.0023566560736619124,0.0023566560736619124,-4.616552592923244e-05,4.616552592923244e-05,0.05627566992891926,-0.041901502676775976,0.019170653907496005,0.01999099999999998,246.41039037704468,251.56224060058594,0.5017451840436667,32
7,745,754,0.01003,10030,100,-0.007762491502391985,0.007762491502391985,-0.05368393197625647,0.05368393197625647,-0.007730656496735908,0.007730656496735908,-0.00014462867227387041,0.00014462867227387041,0.05368393197625647,-0.14501113719576628,0.01726392251815989,0.01995800000000003,269.04272270202637,271.13116455078125,0.3271422593382649,32
8,800,809,0.010164,10164,100,-0.004791296435617531,0.004791296435617531,0.05289475019556944,0.05289475019556944,0.0062418589944715505,0.0062418589944715505,6.712551469737794e-05,6.712551469737794e-05,0.05289475019556944,0.11855763782933115,0.01135103926097003,0.010082000000000035,265.91874504089355,267.1928405761719,0.3189458806018787,32
9,157,166,0.010079,10079,100,-0.007435629449863968,0.007435629449863968,-0.07467271170702221,0.07467271170702221,-0.006134049921564,0.006134049921564,-0.00011831580033678969,0.00011831580033678969,0.07467271170702221,-0.08233132693476454,0.01846354166666664,0.020047999999999983,326.58021545410156,329.008544921875,0.42611268884990716,32
