query_id,range_lo,range_hi,actual_selectivity,subset_size,k_used,true_correlation,abs_true_correlation,heuristic_correlation,abs_heuristic_correlation,tanh_correlation,abs_tanh_correlation,pgap_correlation,abs_pgap_correlation,js_divergence,lift,p_c,p_g,expected_random_gk,admissible_gk,expected_random_gk_stderr,monte_carlo_samples
9102,371,471,0.100886,100886,100,-0.0031812641183577373,0.0031812641183577373,0.06122618522184756,0.06122618522184756,0.0018756312066121668,0.0018756312066121668,0.00020942636265044532,0.00020942636265044532,0.06122618522184756,0.030644049956163065,0.11334053586862575,0.10992000000000013,259.768639087677,260.59503173828125,0.46580166534602263,32
9103,871,972,0.101617,101617,100,-0.009237533967580912,0.009237533967580912,0.0626449244539964,0.0626449244539964,0.0033566280757590687,0.0033566280757590687,0.00037868817183752323,0.00037868817183752323,0.0626449244539964,0.05363317066652495,0.11575949367088578,0.10971450000000005,229.61688232421875,231.73797607421875,0.34815519156613917,32
9104,643,743,0.100879,100879,100,0.004009532342500759,0.004009532342500759,-0.05743064971748359,0.05743064971748359,-0.0035723480853124233,0.0035723480853124233,-0.00038126071567390465,0.00038126071567390465,0.05743064971748359,-0.06228322669797846,0.10330287206266309,0.10994150000000014,235.91386079788208,234.96795654296875,0.16755172322679843,32
9105,140,240,0.100714,100714,100,-0.0005135815891472426,0.0005135815891472426,0.054960766092762306,0.054960766092762306,0.00026970932810078057,0.00026970932810078057,2.973671878293858e-05,2.973671878293858e-05,0.054960766092762306,0.004907345954617009,0.11052455357142857,0.10998350000000001,108.82601356506348,108.88190460205078,0.5246436515663162,32
9106,485,584,0.100259,100259,100,0.003964287678394772,0.003964287678394772,-0.0649171958620582,0.0649171958620582,-0.0019246231689579525,0.0019246231689579525,-0.0002088405435110443,0.0002088405435110443,0.0649171958620582,-0.029656046191340036,0.10687747035573109,0.11009449999999987,283.1973829269409,282.07470703125,0.2712115495445881,32
9107,432,532,0.100791,100791,100,-0.0015709762477434603,0.0015709762477434603,-0.06592239312567433,0.06592239312567433,-0.00031962891691203623,0.00031962891691203623,-3.503944226407288e-05,3.503944226407288e-05,0.06592239312567433,-0.004848601612669816,0.10935897435897429,0.1098905,287.47553730010986,287.9271545410156,0.2593190625871429,32
9108,773,873,0.100847,100847,100,-0.0006619015506749056,0.0006619015506749056,0.06545748576373202,0.06545748576373202,0.007827642229881212,0.007827642229881212,0.0009185914752000626,0.0009185914752000626,0.06545748576373202,0.12015857278177479,0.1239479060265577,0.10991450000000014,256.7789816856384,256.9489440917969,0.249121904255184,32
9109,293,393,0.100798,100798,100,-0.0036082146077966964,0.0036082146077966964,-0.07587221997229171,0.07587221997229171,-0.0007341435600904709,0.0007341435600904709,-8.02990721914563e-05,8.02990721914563e-05,0.07587221997229171,-0.009676354181859461,0.10884615384615376,0.10990450000000007,248.68446493148804,249.58177185058594,0.23947901986107817,32
9110,411,511,0.100975,100975,100,0.011451544553210503,0.011451544553210503,-0.05822303143929178,0.05822303143929178,-0.001815483735866854,0.001815483735866854,-0.0001965361616728756,0.0001965361616728756,0.05822303143929178,-0.03119165089335375,0.10654142581888232,0.10991699999999999,298.07238578796387,294.65899658203125,0.2907768202015739,32
9111,395,495,0.100927,100927,100,-0.0035072043330308974,0.0035072043330308974,-0.054370154879516214,0.054370154879516214,-0.001215699047523498,0.001215699047523498,-0.00013224068370887185,0.00013224068370887185,0.054370154879516214,-0.02236340340267811,0.10754777070063692,0.10998000000000008,224.8354034423828,225.6239471435547,0.18595869334666193,32
9112,116,216,0.100762,100762,100,-0.0033172730899113803,0.0033172730899113803,0.06944025568159719,0.06944025568159719,0.0009681571542483554,0.0009681571542483554,0.00010719506978889769,0.00010719506978889769,0.06944025568159719,0.013943207505818634,0.1114872021182701,0.10994350000000001,299.7516441345215,300.7460021972656,0.21682338934649825,32
9113,327,427,0.101114,101114,100,-0.0010761105763122624,0.0010761105763122624,-0.05257727469909991,0.05257727469909991,-0.0031177986933390097,0.0031177986933390097,-0.00033333210605145943,0.00033333210605145943,0.05257727469909991,-0.05936901315936203,0.1036486486486487,0.10998850000000004,322.6969623565674,323.0442199707031,0.2807029467723907,32
9114,250,350,0.100831,100831,100,0.0027002736209140615,0.0027002736209140615,-0.06122431319466289,0.06122431319466289,-5.3026977983067214e-05,5.3026977983067214e-05,-5.823871322054942e-06,5.823871322054942e-06,0.06122431319466289,-0.0008661100219091439,0.10978087649402393,0.10987600000000003,289.48181438446045,288.70013427734375,0.29294798040780623,32
9115,90,190,0.101146,101146,100,-0.005071329835062338,0.005071329835062338,-0.06541892818034008,0.06541892818034008,-0.0025667118822707796,0.0025667118822707796,-0.00027715675953259575,0.00027715675953259575,0.06541892818034008,-0.03925515480819528,0.10582135523613963,0.110058,294.90370750427246,296.3992614746094,0.3724119197398224,32
9116,727,827,0.100806,100806,100,-0.009505807084581592,0.009505807084581592,-0.05875121828381834,0.05875121828381834,-0.002514343372198322,0.002514343372198322,-0.0002705565056154436,0.0002705565056154436,0.05875121828381834,-0.042822603027613,0.10525337837837812,0.10985850000000008,284.5640926361084,287.26910400390625,0.36151279565935046,32
9117,306,406,0.100935,100935,100,0.02218950024996754,0.02218950024996754,-0.07313388725157573,0.07313388725157573,-0.001721338251386286,0.001721338251386286,-0.00018718234872702684,0.00018718234872702684,0.07313388725157573,-0.023541155610132418,0.10744755244755244,0.11000700000000008,170.45803785324097,166.6756591796875,0.5830505373750773,32
