source,selectivity,tau,accuracy,balanced_accuracy,macro_f1
src/out/tau_selected/exp8/tau_estimation_0p001_summary.csv,0.001,0.1043847356176455,0.9666666666666668,0.9666666666666668,0.9665831244778612
src/out/tau_selected/exp9/tau_estimation_0p01_summary.csv,0.01,0.1043847356176455,0.9666666666666668,0.9666666666666668,0.9665831244778612
src/out/tau_selected/exp10/tau_estimation_0p1_summary.csv,0.1,0.1043847356176455,0.9666666666666668,0.9666666666666668,0.9665831244778612
src/out/tau_selected/exp11/tau_estimation_0p5_summary.csv,0.5,0.1043847356176455,0.9666666666666668,0.9666666666666668,0.9665831244778612
