processed_queries,elapsed_seconds,true,heuristic,tanh,pgap
200,2.223511496791616,0.035677697461317874,0.08755105200124706,0.02920964485505597,0.0003665924101818705
400,4.386022174963728,0.035677697461317874,0.09297059614716802,0.029629849731584692,0.0003665924101818705
600,6.546615457860753,0.040259182735281375,0.09297160537297382,0.03289938151939211,0.0003665924101818705
800,8.723477278836071,0.04023718869269396,0.09388024859216149,0.03289938151939211,0.0003665924101818705
1000,10.88147828890942,0.03714397858842623,0.09484892105434764,0.03289938151939211,0.00036218915212266983
1200,13.054736526915804,0.03911883756712622,0.0948420069200802,0.032898253330116534,0.0003486585614145576
1400,15.222482302924618,0.03760692046548361,0.0948420069200802,0.03283480914181263,0.00035929288249562745
1600,17.378682700917125,0.03711771197004277,0.09401868946850185,0.03228645743673394,0.00035929288249562745
1800,19.554913447936997,0.0366618603749394,0.0948420069200802,0.03182653286284751,0.00035248554786722466
2000,21.738749904790893,0.03613094463043413,0.09553342034682444,0.03182653286284751,0.00035929288249562745
2200,23.912427177885547,0.0366618603749393,0.09553342034682444,0.03228645743673381,0.00035928199697790006
2400,26.086014539003372,0.03624252726343116,0.09553378737231542,0.03228645743673381,0.00035928199697790006
2600,28.26054082182236,0.0366618603749393,0.09553378737231542,0.032282467888690526,0.0003585627285058864
2800,30.445053088944405,0.03711771197004266,0.09553342034682444,0.032282467888690526,0.0003585627285058864
3000,32.628816122887656,0.037601629978086346,0.09510913693914508,0.031743509552665,0.00035248509472833166
3200,34.79395742784254,0.03759651049566829,0.09553342034682444,0.03243922118986502,0.00035248509472833166
3400,36.97394559183158,0.03760891253731245,0.09553378737231542,0.03182653286284741,0.00035248509472833166
3600,39.1594313448295,0.03711771197004266,0.09553342034682444,0.031743509552665,0.0003585107838756223
3800,41.32648049178533,0.0366618603749393,0.09553342034682444,0.03182653286284741,0.0003585107838756223
4000,43.50806219596416,0.03664318924184153,0.09553342034682444,0.032282467888690526,0.0003585599663994437
4200,45.695330906892195,0.03640995459548873,0.09510913693914527,0.0322824678886906,0.0003585107838756223
4400,47.89290758990683,0.03640995459548873,0.09510913693914527,0.031824374389883794,0.00035899058408765916
4600,50.094630437903106,0.037117711970042884,0.09510485124815853,0.0322824678886906,0.00035899058408765916
4800,52.26629920792766,0.036709998906827836,0.09510485124815853,0.032435577710600884,0.0003614923183622938
5000,54.44232298294082,0.036709998906827836,0.09510913693914527,0.032435577710600884,0.00036106472003750366
5200,56.62118880590424,0.036709998906827836,0.09510485124815853,0.032435577710600884,0.00036106472003750366
5400,58.80012147780508,0.037117711970042884,0.09484463536336105,0.032435577710600884,0.0003592776164824907
5600,60.980569276958704,0.037607512274219476,0.0948420069200802,0.032435577710600884,0.0003592776164824907
5800,63.146980935009196,0.037607512274219476,0.09484463536336105,0.032435577710600884,0.00035909054624435195
6000,65.32651582779363,0.037607169377102664,0.09510485124815853,0.032435577710600884,0.00035909054624435195
6200,67.57039789087139,0.037591907751116975,0.09484463536336105,0.032435577710600884,0.0003589888316999708
6400,69.79653335083276,0.037591907751116975,0.09510485124815853,0.032435577710600884,0.0003585107838756223
6600,72.02224940084852,0.037591907751116975,0.09510485124815853,0.03259852120553548,0.00035855996639944386
6800,74.27775028999895,0.037607169377102664,0.09510485124815853,0.03255307912258643,0.00035855996639944386
7000,76.48319593584165,0.037117711970042884,0.0948420069200802,0.032435577710600884,0.0003585107838756223
7200,78.70688426191919,0.036959749301921925,0.0948420069200802,0.032435577710600884,0.0003585107838756223
7400,80.91226551984437,0.03670845169171227,0.0948420069200802,0.03247066649261207,0.00035715221273942396
7600,83.13937023282051,0.036959749301921925,0.0948420069200802,0.03247066649261207,0.0003559776823021351
7800,85.36700510885566,0.036959749301921925,0.0948420069200802,0.032435577710600884,0.0003559776823021351
8000,87.60333774285391,0.03711641448325627,0.0948420069200802,0.03228159791125515,0.00035274968360599773
8200,89.82193761994131,0.036959749301921925,0.0948420069200802,0.03228159791125515,0.000352013980910608
8400,92.04591465881094,0.03746330957480329,0.0948420069200802,0.032151238852824754,0.0003511795992222203
8600,94.29108689189889,0.03746330957480329,0.0948420069200802,0.03214992889355551,0.000352013980910608
8800,96.50858243391849,0.03711641448325627,0.0948420069200802,0.03214992889355551,0.0003511795992222203
9000,98.73398066498339,0.037607169377102664,0.0948420069200802,0.03214992889355551,0.0003511795992222203
9200,100.97171505494043,0.03746330957480329,0.0948420069200802,0.032151238852824754,0.000352013980910608
9400,103.18815892189741,0.036959749301921925,0.0948420069200802,0.032151238852824754,0.0003486460312067989
9600,105.41894159279764,0.03711641448325627,0.0948420069200802,0.03214992889355551,0.0003486460312067989
9800,107.66435695881955,0.03711641448325627,0.0948420069200802,0.03214992889355551,0.0003486460312067989
10000,109.90458335680887,0.037462966406320464,0.0948420069200802,0.03214992889355551,0.0003486460312067989
