query_id,correlation_type,heuristic_correlation,tanh_correlation,pgap_correlation,js_divergence,lift,p_c,p_g,true_correlation,expected_random_gk,admissible_gk,subset_size,k_used
0,Positive,-0.5134727540826185,-0.23814726580192006,-0.02132260760169992,0.5134727540826185,-0.5021384560100187,0.06366610913063805,0.10519237791932062,0.041988431849849336,255.63375702073287,244.90009643554689,104571,100
0,Negative,-0.5134727540826185,-0.4507268621413611,-0.04885514682196095,0.5134727540826185,-1.36610261757444,0.032583944839600476,0.12773046709129543,-0.6292607917134313,255.34949276630113,416.0309167480469,107385,100
0,Random,0.10761222521494597,0.008915792612563811,0.0010228310480231047,0.10761222521494597,0.08304146926228008,0.11927645151783095,0.1097716666666666,0.0010456539384400426,255.60360470304659,255.33633178710937,104865,100
1,Positive,0.5313487423683956,0.2861863069347573,0.04820316362345835,0.5313487423683956,0.6021863914957883,0.20053297436907655,0.10981446921443735,0.09539452259783794,260.8014716042878,235.9224397277832,102478,100
1,Negative,-0.5313487423683956,-0.4691517977103423,-0.05094748858075644,0.5313487423683956,-1.3889749082734966,0.03184713375796189,0.12773046709129543,-1.0337357482258296,260.09905742234605,528.972751159668,107385,100
1,Random,-0.1173744375480438,-0.008223404306169217,-0.0008711663859847734,0.1173744375480438,-0.07017626099482217,0.1020962199312716,0.10951833333333316,0.0006961662459000151,260.51380415434795,260.3324432373047,104459,100
2,Positive,0.5688173186541832,0.5219596672702508,0.2514391324343279,0.5688173186541832,1.5737656202136374,0.5576106483749793,0.11557218683651782,0.07457609160047657,294.80506070032965,272.8196514892578,108532,100
2,Negative,-0.5688173186541832,-0.44373653570175214,-0.04791100873580961,0.5688173186541832,-1.045635597435091,0.04564755838641189,0.1298767250530785,-0.9503691892937387,295.74179148587604,576.805678100586,101075,100
2,Random,0.12950877030982447,0.0029036978460284094,0.0003215247476176533,0.12950877030982447,0.02242461683426711,0.11195681511470978,0.1094741666666667,-0.009032252977275772,295.30539103460455,297.97266403198245,104483,100
3,Positive,0.5035916607403024,0.2790140399515402,0.04451143822584944,0.5035916607403024,0.6242037985037608,0.1903631908847656,0.1019752335456476,0.08066551752338484,252.5735567457423,232.199580078125,103262,100
3,Negative,-0.5035916607403024,-0.44464381696879046,-0.048286047070649485,0.5035916607403024,-1.3889749082735001,0.031847133757961776,0.12773046709129543,-1.068167965192977,252.06110092959744,521.3046942138672,107385,100
3,Random,-0.12318599742322707,-0.01057913853505592,-0.0011139626019695628,0.12318599742322707,-0.08609145890841848,0.10058206796818514,0.109625,-0.0013727632093798302,252.39394432671193,252.7404214477539,104684,100
4,Positive,0.6174400671985578,0.5577658415358471,0.2185892197899693,0.6174400671985578,1.4901492282341517,0.4570063694267514,0.10298136942675158,0.13824014491458575,230.8530092582756,198.93985580444337,75170,100
4,Negative,-0.6174400671985578,-0.5451657158600398,-0.05920221177655525,0.6174400671985578,-1.3889749082735001,0.031847133757961776,0.12773046709129543,-1.3904973738049324,225.16080173729486,538.2463052368164,107385,100
4,Random,0.1183871930388979,0.020771860198627565,0.002513345617496348,0.1183871930388979,0.1772914834987242,0.13067404426559365,0.10944416666666662,0.007328018864681912,225.60983809099488,223.95656494140624,104337,100
5,Positive,0.5230217536975417,0.4497112825686553,0.16825415126665758,0.5230217536975417,1.2927031105115414,0.4434301311000003,0.12173385350318489,0.06564120864508316,266.00630136148635,248.54532623291016,114285,100
5,Negative,-0.5230217536975417,-0.4080112427510306,-0.044053686462482505,0.5230217536975417,-1.0456355974350915,0.04564755838641187,0.1298767250530785,-1.11071435980526,267.36937261258566,564.3403741455078,101075,100
